"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.141620333E0,-1.466949463E-2,-5.688171387E-2,9.889634399E0,9.889808860E0
3.151688333E0,-3.547622681E-2,-6.182144165E-2,9.886191559E0,9.886448502E0
3.161756333E0,-4.146377563E-2,-6.646179199E-2,9.893975372E0,9.894285476E0
3.171824333E0,-4.116439819E-2,-6.795867920E-2,9.897567902E0,9.897886808E0
3.181892333E0,-4.745132446E-2,-7.499404907E-2,9.896071014E0,9.896468929E0
3.191960333E0,-2.140548706E-2,-6.286926270E-2,9.897717590E0,9.897940404E0
3.202028333E0,-1.930984497E-2,-5.059478760E-2,9.885143738E0,9.885292076E0
3.212096333E0,-9.430389404E-3,-4.819976807E-2,9.878707123E0,9.878829210E0
3.222164333E0,-3.592529297E-3,-4.864883423E-2,9.893376617E0,9.893496880E0
3.232232333E0,-1.556762695E-2,-4.475692749E-2,9.894125061E0,9.894238539E0
3.242300333E0,-2.095642090E-2,-4.909790039E-2,9.891131287E0,9.891275343E0
3.252368333E0,-2.200424194E-2,-5.493576050E-2,9.890083466E0,9.890260516E0
3.262436333E0,-3.622467041E-2,-6.047424316E-2,9.895023193E0,9.895274294E0
3.272504333E0,-4.430786133E-2,-6.466552734E-2,9.899064789E0,9.899375158E0
3.282572333E0,-2.245330811E-2,-5.942642212E-2,9.889784088E0,9.889988117E0
3.292640333E0,-1.182540894E-2,-5.733078003E-2,9.887838135E0,9.888011410E0
3.302708333E0,-1.392105103E-2,-5.882766724E-2,9.891879730E0,9.892064450E0
3.312776333E0,-2.200424194E-2,-5.538482666E-2,9.883796539E0,9.883976209E0
3.322844333E0,-2.320175171E-2,-6.032455444E-2,9.890532532E0,9.890743710E0
3.332912333E0,-2.380050659E-2,-6.197113037E-2,9.892478485E0,9.892701222E0
3.342980333E0,-3.727249146E-2,-6.152206421E-2,9.896969147E0,9.897230547E0
3.353048333E0,-5.164260864E-2,-6.346801758E-2,9.889335022E0,9.889673520E0
3.363116333E0,-3.652404785E-2,-5.882766724E-2,9.893675995E0,9.893918303E0
3.373184333E0,-1.616638184E-2,-5.598358154E-2,9.901759186E0,9.901930644E0
3.383252333E0,-1.601669312E-2,-5.568420410E-2,9.879605255E0,9.879775163E0
3.393320333E0,-1.392105103E-2,-4.625381470E-2,9.880353699E0,9.880471771E0
3.403388333E0,-1.302291870E-2,-4.655319214E-2,9.889035645E0,9.889153795E0
3.413456333E0,-1.302291870E-2,-4.655319214E-2,9.880802765E0,9.880921013E0
3.423524333E0,-2.754272461E-2,-5.433700562E-2,9.886940002E0,9.887127678E0
3.433592333E0,-2.769241333E-2,-6.601272583E-2,9.899064789E0,9.899323626E0
3.443660333E0,-3.532653809E-2,-6.496490479E-2,9.888137512E0,9.888414022E0
3.453728333E0,-3.697311401E-2,-5.763015747E-2,9.892328796E0,9.892565757E0
3.463796333E0,-2.739303589E-2,-5.987548828E-2,9.886341248E0,9.886560510E0
3.473864333E0,-2.619552612E-2,-4.685256958E-2,9.887239380E0,9.887385090E0
3.483932333E0,-7.933502197E-3,-5.628295898E-2,9.883946228E0,9.884109659E0
3.494000333E0,-1.197509766E-2,-5.972579956E-2,9.891580353E0,9.891767913E0
3.504068333E0,-1.601669312E-2,-5.792953491E-2,9.890981598E0,9.891164205E0
3.514136333E0,-2.065704346E-2,-5.987548828E-2,9.886490936E0,9.886693827E0
3.524204333E0,-2.409988403E-2,-6.601272583E-2,9.891730042E0,9.891979665E0
3.534272333E0,-3.382965088E-2,-5.882766724E-2,9.884844360E0,9.885077297E0
3.544340333E0,-2.993774414E-2,-5.313949585E-2,9.891430664E0,9.891618708E0
3.554408333E0,-2.170486450E-2,-5.029541016E-2,9.896520081E0,9.896671685E0
3.564476333E0,-2.170486450E-2,-4.221221924E-2,9.883796539E0,9.883910512E0
3.574544333E0,-1.347198486E-2,-4.864883423E-2,9.887239380E0,9.887368242E0
3.584612333E0,-1.826202393E-2,-4.805007935E-2,9.898166656E0,9.898300130E0
3.594680333E0,-1.901046753E-2,-4.745132446E-2,9.888287201E0,9.888419327E0
3.604748333E0,-4.924758911E-2,-5.343887329E-2,9.897118835E0,9.897385629E0
3.614816333E0,-4.146377563E-2,-5.748046875E-2,9.902058563E0,9.902312207E0
3.624884333E0,-4.745132446E-2,-6.706054688E-2,9.898765411E0,9.899106294E0
3.634952333E0,-3.412902832E-2,-6.182144165E-2,9.899813232E0,9.900065087E0
3.645020333E0,-2.215393066E-2,-6.706054688E-2,9.888885956E0,9.889138151E0
3.655088333E0,-1.631607056E-2,-6.855743408E-2,9.879754944E0,9.880006280E0
3.665156333E0,-1.167572021E-2,-6.825805664E-2,9.880802765E0,9.881045429E0
3.675224333E0,-8.981323242E-3,-6.616241455E-2,9.872719574E0,9.872945352E0
3.685292333E0,-1.945953369E-3,-5.194198608E-2,9.876162415E0,9.876299195E0
3.695360333E0,8.681945801E-3,-6.691085815E-2,9.876162415E0,9.876392888E0
3.705428333E0,-2.574645996E-2,-7.035369873E-2,9.891580353E0,9.891864051E0
3.715496333E0,-2.484832764E-2,-6.032455444E-2,9.888287201E0,9.888502428E0
3.725564333E0,-2.829116821E-2,-5.328918457E-2,9.898016968E0,9.898200848E0
3.735632333E0,-3.757186890E-2,-4.266128540E-2,9.891730042E0,9.891893390E0
3.745700333E0,-3.293151855E-2,-4.056564331E-2,9.888586578E0,9.888724618E0
3.755768333E0,-2.424957275E-2,-4.460723877E-2,9.900262299E0,9.900392489E0
3.765836333E0,-1.871109009E-2,-3.323089600E-2,9.880054321E0,9.880127924E0
3.775904333E0,-2.814147949E-2,-5.284011841E-2,9.890083466E0,9.890264657E0
3.785972333E0,-3.517684937E-2,-5.628295898E-2,9.892628174E0,9.892850821E0
3.796040333E0,-3.547622681E-2,-6.346801758E-2,9.897717590E0,9.897984656E0
3.806108333E0,-3.442840576E-2,-8.038284302E-2,9.894873505E0,9.895259895E0
3.816176333E0,-1.796264648E-2,-7.559280396E-2,9.878258057E0,9.878563618E0
3.826244333E0,-1.586700439E-2,-7.244934082E-2,9.884694672E0,9.884972909E0
3.836312333E0,-5.837860107E-3,-7.918533325E-2,9.887239380E0,9.887558190E0
3.846380333E0,-6.735992432E-3,-6.586303711E-2,9.881700897E0,9.881922684E0
3.856448333E0,-4.191284180E-3,-5.987548828E-2,9.887089691E0,9.887271879E0
3.866513208E0,-7.484436035E-3,-5.119354248E-2,9.890233154E0,9.890368479E0
3.876581208E0,-2.320175171E-2,-5.239105225E-2,9.895771637E0,9.895937522E0
3.886649208E0,-4.370910645E-2,-5.209167480E-2,9.903106384E0,9.903339845E0
3.896717208E0,-4.236190796E-2,-5.433700562E-2,9.898016968E0,9.898256762E0
3.906785208E0,-3.532653809E-2,-4.969665527E-2,9.899663544E0,9.899851312E0
3.916853208E0,-2.844085693E-2,-4.191284180E-2,9.902657318E0,9.902786857E0
3.926921208E0,-2.769241333E-2,-4.101470947E-2,9.889335022E0,9.889458845E0
3.936989208E0,-2.694396973E-2,-5.239105225E-2,9.895621948E0,9.895797317E0
3.947057208E0,-1.706451416E-2,-5.328918457E-2,9.880054321E0,9.880212767E0
3.957125208E0,-1.646575928E-2,-4.849914551E-2,9.880353699E0,9.880486451E0
3.967193208E0,-1.332229614E-2,-6.331832886E-2,9.882449341E0,9.882661163E0
3.977261208E0,-1.856140137E-2,-6.691085815E-2,9.897268524E0,9.897512103E0
3.987329208E0,-2.095642090E-2,-7.200027466E-2,9.896370392E0,9.896654492E0
3.997397208E0,-2.335144043E-2,-6.601272583E-2,9.896370392E0,9.896618104E0
4.007465208E0,-8.083190918E-3,-6.960525513E-2,9.888736267E0,9.888984538E0
4.017533208E0,-1.392105103E-2,-6.661148071E-2,9.888287201E0,9.888521358E0
4.027601208E0,-2.769241333E-2,-5.957611084E-2,9.879305878E0,9.879524321E0
4.037669208E0,-2.574645996E-2,-5.478607178E-2,9.892179108E0,9.892364323E0
4.047737208E0,-3.128494263E-2,-5.478607178E-2,9.895322571E0,9.895523687E0
4.057805208E0,-3.562591553E-2,-5.478607178E-2,9.902657318E0,9.902872951E0
4.067873208E0,-4.296066284E-2,-5.792953491E-2,9.892328796E0,9.892591696E0
4.077941208E0,-2.260299683E-2,-5.119354248E-2,9.900711365E0,9.900869517E0
4.088009208E0,-1.990859985E-2,-4.655319214E-2,9.889185333E0,9.889314946E0
4.098077208E0,-1.945953369E-2,-4.505630493E-2,9.888137512E0,9.888259311E0
4.108145208E0,-1.092727661E-2,-5.613327026E-2,9.886940002E0,9.887105388E0
4.118213208E0,-1.496887207E-2,-5.149291992E-2,9.889784088E0,9.889929469E0
4.128281208E0,-1.137634277E-2,-6.077362061E-2,9.884395294E0,9.884588671E0
4.138349208E0,-1.945953369E-2,-5.583389282E-2,9.879754944E0,9.879931875E0
4.148417208E0,-2.335144043E-2,-6.661148071E-2,9.889185333E0,9.889437241E0
4.158485208E0,-2.335144043E-2,-6.496490479E-2,9.900561676E0,9.900802353E0
4.168553208E0,-3.622467041E-2,-7.319778442E-2,9.898166656E0,9.898503589E0
4.178621208E0,-3.128494263E-2,-7.035369873E-2,9.910291443E0,9.910590541E0
4.188689208E0,-2.814147949E-2,-6.271957397E-2,9.893526306E0,9.893765131E0
4.198757208E0,-3.248245239E-2,-5.807922363E-2,9.895472260E0,9.895696011E0
4.208825208E0,-3.098556519E-2,-5.792953491E-2,9.898166656E0,9.898384671E0
4.218893208E0,-2.365081787E-2,-6.092330933E-2,9.889634399E0,9.889850331E0
4.228961208E0,-2.499801636E-2,-5.553451538E-2,9.895172882E0,9.895360294E0
4.239029208E0,-2.814147949E-2,-4.670288086E-2,9.893226929E0,9.893377187E0
4.249097208E0,-2.260299683E-2,-4.834945679E-2,9.887987823E0,9.888131864E0
4.259165208E0,-7.334747314E-3,-4.879852295E-2,9.890831909E0,9.890955007E0
4.269233208E0,-5.388793945E-3,-4.415817261E-2,9.884095917E0,9.884196026E0
4.279301208E0,2.993774414E-4,-5.134323120E-2,9.883946228E0,9.884079586E0
4.289369208E0,-1.257385254E-2,-5.733078003E-2,9.888287201E0,9.888461391E0
4.299437208E0,-1.871109009E-2,-5.733078003E-2,9.885592804E0,9.885776753E0
4.309505208E0,-2.903961182E-2,-6.466552734E-2,9.897567902E0,9.897821745E0
4.319573208E0,-3.622467041E-2,-6.271957397E-2,9.905651093E0,9.905915886E0
4.329641208E0,-3.113525391E-2,-5.523513794E-2,9.904154205E0,9.904357165E0
4.339709208E0,-2.754272461E-2,-6.855743408E-2,9.898016968E0,9.898292712E0
4.349777208E0,-2.963836670E-2,-6.556365967E-2,9.895621948E0,9.895883526E0
4.359845208E0,-2.499801636E-2,-5.867797852E-2,9.888586578E0,9.888792268E0
4.369913208E0,-1.945953369E-2,-4.864883423E-2,9.887987823E0,9.888126647E0
4.379981208E0,-1.631607056E-2,-6.227050781E-2,9.890083466E0,9.890292958E0
4.390049208E0,-1.362167358E-2,-6.496490479E-2,9.885892181E0,9.886115021E0
4.400117208E0,-2.350112915E-2,-5.074447632E-2,9.881251831E0,9.881410074E0
4.410185208E0,-1.886077881E-2,-4.805007935E-2,9.893825684E0,9.893960339E0
4.420253208E0,-8.382568359E-3,-5.987548828E-2,9.884245605E0,9.884430511E0
4.430321208E0,-2.380050659E-2,-4.834945679E-2,9.890981598E0,9.891128404E0
4.440390208E0,-2.200424194E-2,-4.475692749E-2,9.889484711E0,9.889610468E0
4.450457208E0,-1.466949463E-2,-4.221221924E-2,9.909393311E0,9.909494076E0
4.460526208E0,-1.796264648E-2,-5.194198608E-2,9.894574127E0,9.894726767E0
4.470594208E0,-2.095642090E-2,-5.478607178E-2,9.900561676E0,9.900735437E0
4.480662208E0,-2.634521484E-2,-5.882766724E-2,9.902208252E0,9.902418040E0
4.490730208E0,-3.203338623E-2,-6.167175293E-2,9.889784088E0,9.890028253E0
4.500798208E0,-3.607498169E-2,-5.957611084E-2,9.903405762E0,9.903650660E0
4.510866208E0,-3.577560425E-2,-5.493576050E-2,9.891430664E0,9.891647912E0
4.520934208E0,-2.978805542E-2,-6.316864014E-2,9.901759186E0,9.902005483E0
4.531002208E0,-1.871109009E-2,-5.493576050E-2,9.886490936E0,9.886661270E0
4.541070208E0,-4.340972900E-3,-5.149291992E-2,9.888586578E0,9.888721600E0
4.551138208E0,-9.729766846E-3,-5.134323120E-2,9.885742493E0,9.885880610E0
4.561206208E0,2.544708252E-3,-5.269042969E-2,9.866133270E0,9.866274295E0
4.571274208E0,-1.466949463E-2,-5.493576050E-2,9.900711365E0,9.900874641E0
4.581342208E0,-2.020797729E-2,-5.508544922E-2,9.880802765E0,9.880976978E0
4.591410208E0,-2.469863892E-2,-5.044509888E-2,9.901908875E0,9.902068172E0
4.601478208E0,-2.679428101E-2,-5.733078003E-2,9.900262299E0,9.900464551E0
4.611546208E0,-3.053649902E-2,-5.598358154E-2,9.892179108E0,9.892384654E0
4.621614208E0,-2.933898926E-2,-5.777984619E-2,9.893675995E0,9.893888213E0
4.631682208E0,-1.960922241E-2,-5.508544922E-2,9.885293427E0,9.885466355E0
4.641750208E0,-2.424957275E-2,-5.448669434E-2,9.888736267E0,9.888916109E0
4.651818208E0,-2.814147949E-2,-6.212081909E-2,9.884245605E0,9.884480873E0
4.661886208E0,-2.469863892E-2,-5.643264771E-2,9.879006500E0,9.879198555E0
4.671954208E0,-3.068618774E-2,-6.092330933E-2,9.893675995E0,9.893911157E0
4.682022208E0,-2.874023438E-2,-6.541397095E-2,9.891580353E0,9.891838397E0
4.692090208E0,-2.814147949E-2,-6.765930176E-2,9.905501404E0,9.905772448E0
4.702158208E0,-2.903961182E-2,-6.346801758E-2,9.880952454E0,9.881198960E0
4.712226208E0,-2.125579834E-2,-5.568420410E-2,9.896969147E0,9.897148621E0
4.722294208E0,-1.437011719E-2,-5.298980713E-2,9.890981598E0,9.891133979E0
4.732362208E0,1.197509766E-3,-5.179229736E-2,9.882748718E0,9.882884503E0
4.742430208E0,-1.107696533E-2,-5.269042969E-2,9.894574127E0,9.894720620E0
4.752498208E0,-2.050735474E-2,-5.104385376E-2,9.890382843E0,9.890535820E0
4.762566208E0,-2.784210205E-2,-5.059478760E-2,9.890382843E0,9.890551440E0
4.772634208E0,-3.847000122E-2,-6.466552734E-2,9.896220703E0,9.896506746E0
4.782702208E0,-4.340972900E-2,-6.526428223E-2,9.889185333E0,9.889495962E0
4.792770208E0,-3.382965088E-2,-5.852828979E-2,9.891430664E0,9.891661670E0
4.802838208E0,-2.679428101E-2,-5.837860107E-2,9.889484711E0,9.889693314E0
4.812906208E0,-2.604583740E-2,-4.924758911E-2,9.882898407E0,9.883055430E0
4.822974208E0,-1.826202393E-2,-5.134323120E-2,9.886940002E0,9.887090181E0
4.833042208E0,-1.781295776E-2,-5.104385376E-2,9.884544983E0,9.884692828E0
4.843110208E0,-1.182540894E-2,-5.792953491E-2,9.890233154E0,9.890409876E0
4.853178208E0,-1.661544800E-2,-6.481521606E-2,9.887389069E0,9.887615470E0
4.863246208E0,-3.293151855E-2,-5.733078003E-2,9.896520081E0,9.896740929E0
4.873314125E0,-2.918930054E-2,-6.032455444E-2,9.901310120E0,9.901536909E0
4.883382125E0,-2.320175171E-2,-6.032455444E-2,9.890382843E0,9.890594024E0
4.893450125E0,-2.574645996E-2,-6.062393188E-2,9.885293427E0,9.885512848E0
4.903518125E0,-2.514770508E-2,-5.807922363E-2,9.875863037E0,9.876065833E0
4.913586125E0,-1.676513672E-2,-5.448669434E-2,9.884245605E0,9.884410001E0
4.923654125E0,-2.365081787E-2,-5.014572144E-2,9.892179108E0,9.892334479E0
4.933722125E0,-2.215393066E-2,-5.014572144E-2,9.893825684E0,9.893977565E0
4.943790125E0,-2.454895020E-2,-5.643264771E-2,9.895921326E0,9.896112680E0
4.953858125E0,-2.784210205E-2,-5.733078003E-2,9.897268524E0,9.897473730E0
4.963926125E0,-3.218307495E-2,-6.167175293E-2,9.903256073E0,9.903500391E0
4.973994125E0,-3.218307495E-2,-6.496490479E-2,9.900861053E0,9.901126491E0
4.984062125E0,-2.709365845E-2,-4.326004028E-2,9.886041870E0,9.886173646E0
4.994130125E0,-1.945953369E-2,-5.194198608E-2,9.884694672E0,9.884850297E0
5.004198125E0,-9.131011963E-3,-6.062393188E-2,9.890981598E0,9.891171599E0
5.014266125E0,-1.811233521E-2,-5.448669434E-2,9.873318329E0,9.873485285E0
5.024334125E0,-2.140548706E-2,-5.089416504E-2,9.890382843E0,9.890536952E0
5.034402125E0,-1.975891113E-2,-5.628295898E-2,9.897717590E0,9.897897337E0
5.044470125E0,-2.933898926E-2,-5.912704468E-2,9.891730042E0,9.891950263E0
5.054538125E0,-3.517684937E-2,-6.242019653E-2,9.886341248E0,9.886600880E0
5.064606125E0,-2.978805542E-2,-6.182144165E-2,9.905202026E0,9.905439738E0
5.074674125E0,-2.544708252E-2,-5.748046875E-2,9.908495178E0,9.908694579E0
5.084742125E0,-2.694396973E-2,-4.984634399E-2,9.884844360E0,9.885006761E0
5.094810125E0,-1.975891113E-2,-5.313949585E-2,9.890083466E0,9.890245961E0
5.104878125E0,-1.362167358E-2,-5.328918457E-2,9.886041870E0,9.886194877E0
5.114946125E0,-1.496887207E-2,-5.837860107E-2,9.882599030E0,9.882782792E0
5.125014125E0,-2.454895020E-2,-5.164260864E-2,9.895472260E0,9.895637466E0
5.135082125E0,-3.023712158E-2,-5.972579956E-2,9.887838135E0,9.888064747E0
5.145150125E0,-2.335144043E-2,-5.987548828E-2,9.894274750E0,9.894483472E0
5.155218125E0,-2.110610962E-2,-6.691085815E-2,9.901908875E0,9.902157436E0
5.165286125E0,-2.305206299E-2,-6.062393188E-2,9.899813232E0,9.900025692E0
5.175354125E0,-1.811233521E-2,-4.385879517E-2,9.889933777E0,9.890047612E0
5.185422125E0,-1.586700439E-2,-5.388793945E-2,9.887239380E0,9.887398962E0
5.195490125E0,-1.092727661E-2,-4.805007935E-2,9.896520081E0,9.896642760E0
5.205558125E0,-1.990859985E-2,-4.790039063E-2,9.890233154E0,9.890369187E0
5.215626125E0,-3.353027344E-2,-5.568420410E-2,9.894125061E0,9.894338570E0
5.225694125E0,-3.233276367E-2,-6.526428223E-2,9.894574127E0,9.894842191E0
5.235762125E0,-3.128494263E-2,-6.780899048E-2,9.899364166E0,9.899645837E0
5.245830125E0,-2.918930054E-2,-5.418731689E-2,9.886341248E0,9.886532837E0
5.255898125E0,-2.589614868E-2,-5.388793945E-2,9.890382843E0,9.890563548E0
5.265966125E0,-1.886077881E-2,-5.343887329E-2,9.904154205E0,9.904316330E0
5.276034125E0,-1.257385254E-2,-5.373825073E-2,9.898765411E0,9.898919263E0
5.286102125E0,-1.856140137E-2,-5.897735596E-2,9.896819458E0,9.897012592E0
5.296170125E0,-2.290237427E-2,-5.792953491E-2,9.885592804E0,9.885789065E0
5.306238125E0,-2.439926147E-2,-5.867797852E-2,9.899663544E0,9.899867510E0
5.316306125E0,-2.395019531E-2,-6.212081909E-2,9.889035645E0,9.889259759E0
5.326374125E0,-2.963836670E-2,-5.987548828E-2,9.899214478E0,9.899439923E0
5.336442125E0,-2.619552612E-2,-5.358856201E-2,9.898016968E0,9.898196696E0
5.346510125E0,-2.365081787E-2,-6.017486572E-2,9.890233154E0,9.890444491E0
5.356578125E0,-2.275268555E-2,-6.346801758E-2,9.897118835E0,9.897348489E0
5.366646125E0,-1.646575928E-2,-5.688171387E-2,9.893825684E0,9.894002896E0
5.376714125E0,-1.841171265E-2,-5.613327026E-2,9.897567902E0,9.897744203E0
5.386782125E0,-1.916015625E-2,-5.149291992E-2,9.902507629E0,9.902660046E0
5.396850125E0,-1.481918335E-2,-5.598358154E-2,9.894125061E0,9.894294542E0
5.406918125E0,-2.424957275E-2,-6.212081909E-2,9.893825684E0,9.894050419E0
5.416986125E0,-3.667373657E-2,-5.373825073E-2,9.897567902E0,9.897781728E0
5.427054125E0,-2.305206299E-2,-6.227050781E-2,9.884395294E0,9.884618321E0
5.437122125E0,-1.362167358E-2,-5.807922363E-2,9.888287201E0,9.888467147E0
5.447190125E0,-1.930984497E-2,-5.538482666E-2,9.900411987E0,9.900585734E0
5.457259125E0,-9.430389404E-3,-4.894821167E-2,9.890382843E0,9.890508462E0
5.467327125E0,-1.496887207E-2,-5.328918457E-2,9.892478485E0,9.892633339E0
5.477395125E0,-2.215393066E-2,-5.822891235E-2,9.891879730E0,9.892075920E0
5.487463125E0,-2.185455322E-2,-5.807922363E-2,9.898765411E0,9.898959919E0
5.497531125E0,-1.841171265E-2,-5.478607178E-2,9.888736267E0,9.888905170E0
5.507599125E0,-3.442840576E-2,-5.358856201E-2,9.891430664E0,9.891635741E0
5.517667125E0,-2.305206299E-2,-5.074447632E-2,9.900262299E0,9.900419182E0
5.527735125E0,-2.619552612E-2,-5.957611084E-2,9.893077240E0,9.893291302E0
5.537803125E0,-2.020797729E-2,-6.152206421E-2,9.886490936E0,9.886703008E0
5.547871125E0,-1.242416382E-2,-5.418731689E-2,9.900411987E0,9.900568072E0
5.557939125E0,-2.424957275E-2,-5.867797852E-2,9.891430664E0,9.891634432E0
5.568007125E0,-2.664459229E-2,-5.972579956E-2,9.885143738E0,9.885360075E0
5.578075125E0,-2.409988403E-2,-6.571334839E-2,9.898016968E0,9.898264441E0
5.588143125E0,-2.409988403E-2,-5.987548828E-2,9.886341248E0,9.886551934E0
5.598211125E0,-3.203338623E-2,-5.553451538E-2,9.895322571E0,9.895530254E0
5.608279125E0,-2.245330811E-2,-5.254074097E-2,9.885742493E0,9.885907612E0
5.618347125E0,-1.990859985E-2,-6.242019653E-2,9.897717590E0,9.897934438E0
5.628415125E0,-1.541793823E-2,-5.613327026E-2,9.897418213E0,9.897589400E0
5.638483125E0,-2.095642090E-2,-5.029541016E-2,9.885892181E0,9.886042334E0
5.648551125E0,-2.110610962E-2,-6.002517700E-2,9.888736267E0,9.888940967E0
5.658619125E0,-2.619552612E-2,-6.706054688E-2,9.900861053E0,9.901122811E0
5.668687125E0,-2.529739380E-2,-5.957611084E-2,9.904453583E0,9.904665065E0
5.678755125E0,-3.293151855E-2,-5.373825073E-2,9.899214478E0,9.899415112E0
5.688823125E0,-2.574645996E-2,-6.002517700E-2,9.889185333E0,9.889401016E0
5.698891125E0,-2.275268555E-2,-6.451583862E-2,9.895472260E0,9.895708727E0
5.708959125E0,-1.766326904E-2,-5.942642212E-2,9.880503387E0,9.880697884E0
5.719027125E0,-2.335144043E-2,-5.688171387E-2,9.877958679E0,9.878150054E0
5.729095125E0,-1.571731567E-2,-5.718109131E-2,9.881850586E0,9.882028522E0
5.739163125E0,-2.679428101E-2,-5.733078003E-2,9.890831909E0,9.891034355E0
5.749231125E0,-1.841171265E-2,-4.984634399E-2,9.897867279E0,9.898009917E0
5.759299125E0,-2.395019531E-2,-5.478607178E-2,9.896220703E0,9.896401332E0
5.769367125E0,-3.338058472E-2,-6.047424316E-2,9.900861053E0,9.901102009E0
5.779435125E0,-2.634521484E-2,-4.969665527E-2,9.890831909E0,9.890991845E0
5.789503125E0,-2.365081787E-2,-6.122268677E-2,9.901759186E0,9.901976699E0
5.799571125E0,-1.466949463E-2,-5.957611084E-2,9.899663544E0,9.899853675E0
5.809639125E0,-2.260299683E-2,-4.805007935E-2,9.886341248E0,9.886483853E0
5.819707125E0,-1.676513672E-2,-5.149291992E-2,9.899214478E0,9.899362599E0
5.829775125E0,-1.960922241E-2,-4.834945679E-2,9.877359924E0,9.877497723E0
5.839843125E0,-2.050735474E-2,-6.002517700E-2,9.888287201E0,9.888490650E0
5.849911125E0,-1.362167358E-2,-6.212081909E-2,9.883497162E0,9.883701771E0
5.859979125E0,-2.215393066E-2,-5.523513794E-2,9.886790314E0,9.886969426E0
5.870047125E0,-3.338058472E-2,-5.523513794E-2,9.899962921E0,9.900173283E0
5.880115125E0,-2.110610962E-2,-6.062393188E-2,9.891131287E0,9.891339589E0
5.890183125E0,-1.586700439E-2,-6.885681152E-2,9.890083466E0,9.890335888E0
5.900251125E0,-1.916015625E-2,-5.852828979E-2,9.887987823E0,9.888179603E0
5.910319125E0,-1.676513672E-2,-5.598358154E-2,9.892029419E0,9.892202043E0
5.920387125E0,-3.652404785E-2,-5.284011841E-2,9.889335022E0,9.889543633E0
5.930455125E0,-2.395019531E-2,-5.403762817E-2,9.898615723E0,9.898792194E0
5.940523125E0,-2.275268555E-2,-5.882766724E-2,9.898765411E0,9.898966363E0
5.950591125E0,-2.380050659E-2,-5.254074097E-2,9.886940002E0,9.887108253E0
5.960659125E0,-2.469863892E-2,-6.271957397E-2,9.893077240E0,9.893306881E0
5.970727125E0,-2.814147949E-2,-5.313949585E-2,9.887987823E0,9.888170657E0
5.980795125E0,-1.601669312E-2,-5.463638306E-2,9.883347473E0,9.883511468E0
5.990863125E0,-1.751358032E-2,-5.403762817E-2,9.885443115E0,9.885606323E0
6.000931125E0,-2.320175171E-2,-5.703140259E-2,9.884544983E0,9.884736740E0
6.010999125E0,-2.185455322E-2,-5.882766724E-2,9.881102142E0,9.881301426E0
6.021067125E0,-1.766326904E-2,-5.313949585E-2,9.895621948E0,9.895780391E0
6.031135125E0,-1.706451416E-2,-6.002517700E-2,9.885742493E0,9.885939452E0
6.041203125E0,-2.814147949E-2,-5.748046875E-2,9.892478485E0,9.892685506E0
6.051271125E0,-2.380050659E-2,-5.358856201E-2,9.886790314E0,9.886964191E0
6.061339125E0,-2.604583740E-2,-5.718109131E-2,9.881401520E0,9.881601290E0
6.071407125E0,-1.751358032E-2,-5.852828979E-2,9.891879730E0,9.892068382E0
6.081475125E0,-2.769241333E-2,-5.613327026E-2,9.890682220E0,9.890880274E0
6.091543125E0,-2.185455322E-2,-4.894821167E-2,9.888736267E0,9.888881560E0
6.101611125E0,-2.544708252E-2,-5.703140259E-2,9.894873505E0,9.895070581E0
6.111679125E0,-2.245330811E-2,-6.451583862E-2,9.896370392E0,9.896606154E0
6.121747125E0,-1.511856079E-2,-5.763015747E-2,9.878407745E0,9.878587419E0
6.131815125E0,-1.796264648E-2,-5.867797852E-2,9.889185333E0,9.889375729E0
6.141883125E0,-1.302291870E-2,-6.002517700E-2,9.889933777E0,9.890124505E0
6.151951125E0,-1.706451416E-2,-5.837860107E-2,9.896520081E0,9.896706976E0
6.162019125E0,-1.796264648E-2,-5.688171387E-2,9.892179108E0,9.892358954E0
6.172087125E0,-1.901046753E-2,-5.418731689E-2,9.883796539E0,9.883963360E0
6.182155125E0,-2.065704346E-2,-5.224136353E-2,9.890831909E0,9.890991443E0
6.192223125E0,-2.110610962E-2,-5.748046875E-2,9.890682220E0,9.890871764E0
6.202291125E0,-3.757186890E-2,-5.298980713E-2,9.889784088E0,9.889997415E0
6.212359125E0,-4.026626587E-2,-5.313949585E-2,9.903256073E0,9.903480501E0
6.222427125E0,-3.697311401E-2,-5.718109131E-2,9.896220703E0,9.896454966E0
6.232495125E0,-3.547622681E-2,-6.466552734E-2,9.890382843E0,9.890657864E0
6.242564125E0,-2.664459229E-2,-5.733078003E-2,9.889933777E0,9.890135836E0
6.252632125E0,-2.469863892E-2,-5.269042969E-2,9.891430664E0,9.891601836E0
6.262700125E0,-2.080673218E-2,-5.508544922E-2,9.898316345E0,9.898491491E0
6.272768125E0,-9.580078125E-3,-4.954696655E-2,9.889335022E0,9.889463780E0
6.282836125E0,-3.667373657E-2,-6.182144165E-2,9.902208252E0,9.902469143E0
6.292904125E0,-5.897735596E-2,-6.960525513E-2,9.880353699E0,9.880774890E0
6.302972125E0,-4.924758911E-2,-6.212081909E-2,9.892478485E0,9.892796111E0
6.313040125E0,-3.682342529E-2,-5.867797852E-2,9.897567902E0,9.897810335E0
